,age_upon_outcome,animal_id,animal_type,breed,color,date_of_birth,datetime,monthyear,outcome_subtype,outcome_type,sex_upon_outcome,location_lat,location_long,age_upon_outcome_in_weeks,name,breed_id,Chip_ID
6492.0,2 months,A754492,Dog,Border Collie Mix,Black/Brown,2017-05-21,7/25/2017 18:09,2017-07-25T18:09:00,,Adoption,Neutered Male,30.6059165,-97.31646694,9.39375,,,
6493.0,2 months,A753995,Dog,Jack Russell Terrier/Pembroke Welsh Corgi,White/Tan,2017-05-14,7/18/2017 17:49,2017-07-18T17:49:00,,Adoption,Neutered Male,30.69086252,-97.54419921,9.391765873,Basil,,
6494.0,5 years,A664824,Dog,German Shepherd Mix,Black,2008-10-09,10/15/2013 16:56,2013-10-15T16:56:00,,Adoption,Spayed Female,30.50075349,-97.28823712,261.8150794,Bella,,
6495.0,2 months,A715835,Cat,Domestic Shorthair Mix,Orange Tabby/White,2015-09-11,12/10/2015 15:25,2015-12-10T15:25:00,,Adoption,Neutered Male,30.50885018,-97.33525902,12.94890873,*Mopac,,
6496.0,2 weeks,A734206,Dog,Pit Bull Mix,Brown,2016-08-27,9/12/2016 16:40,2016-09-12T16:40:00,Partner,Transfer,Intact Female,30.34503679,-97.58747542,2.384920635,,,
6497.0,3 weeks,A709318,Cat,Domestic Shorthair Mix,Orange Tabby,2015-07-21,8/11/2015 0:00,2015-08-11T00:00:00,Partner,Transfer,Intact Female,30.57716039,-97.40894514,3,,,
6498.0,6 years,A726339,Cat,Domestic Shorthair Mix,Blue,2010-05-09,5/10/2016 13:39,2016-05-10T13:39:00,,Return to Owner,Spayed Female,30.57306346,-97.46760911,313.3669643,Abby,,
6499.0,3 years,A695367,Dog,Labrador Retriever Mix,Yellow/White,2012-01-14,1/16/2015 18:19,2015-01-16T18:19:00,,Adoption,Spayed Female,30.51511711,-97.64569099,156.9661706,Chloe,,
6500.0,1 year,A729738,Dog,Pit Bull Mix,White/Black,2015-06-23,7/1/2016 11:48,2016-07-01T11:48:00,,Return to Owner,Intact Female,30.29821178,-97.38680785,53.49880952,Sarah,,
6501.0,1 year,A732468,Dog,Australian Kelpie Mix,Black/Tan,2015-08-08,8/16/2016 16:40,2016-08-16T16:40:00,,Adoption,Spayed Female,30.38885088,-97.59076015,53.52777778,*Jaymie,,
6502.0,2 years,A721241,Cat,Domestic Shorthair Mix,Black/White,2014-02-23,2/27/2016 19:25,2016-02-27T19:25:00,SCRP,Transfer,Spayed Female,30.39762683,-97.50728066,104.9727183,,,
6503.0,3 years,A668650,Dog,Chihuahua Shorthair Mix,Brown,2011-12-06,7/17/2015 19:00,2015-07-17T19:00:00,,Adoption,Neutered Male,30.40123421,-97.37846406,188.5416667,*Jimmy,,
6504.0,2 years,A713911,Other,Bat Mix,Brown,2013-10-15,10/18/2015 11:53,2015-10-18T11:53:00,Rabies Risk,Euthanasia,Unknown,30.67745116,-97.4576954,104.7850198,,,
6505.0,4 years,A669296,Cat,Domestic Shorthair Mix,White,2009-12-18,12/19/2013 17:23,2013-12-19T17:23:00,,Adoption,Neutered Male,30.31919621,-97.64727074,208.9606151,Chewy,,
6506.0,4 weeks,A705083,Other,Squirrel,Brown,2015-05-12,6/12/2015 18:39,2015-06-12T18:39:00,Rabies Risk,Euthanasia,Unknown,30.55004435,-97.31567476,4.539583333,,,
6507.0,1 year,A679999,Cat,Domestic Medium Hair Mix,Orange Tabby/White,2013-05-28,5/29/2014 19:13,2014-05-29T19:13:00,SCRP,Transfer,Neutered Male,30.677065,-97.71177788,52.40009921,,,
6508.0,1 month,A707159,Dog,Chihuahua Shorthair Mix,White/Cream,2015-05-17,7/9/2015 10:26,2015-07-09T10:26:00,Suffering,Euthanasia,Intact Male,30.30501464,-97.60577187,7.633531746,,,
6509.0,10 years,A683258,Dog,Australian Cattle Dog Mix,Red Merle,2004-08-10,1/20/2015 7:27,2015-01-20T07:27:00,Foster,Adoption,Neutered Male,30.65601103,-97.72693324,545.0443452,*Seven,,
6510.0,4 months,A689908,Cat,Domestic Shorthair Mix,Brown Tabby,2014-06-11,10/19/2014 17:30,2014-10-19T17:30:00,,Adoption,Spayed Female,30.49044614,-97.68428207,18.67559524,Winry,,
6511.0,2 days,A705117,Dog,German Shepherd Mix,Chocolate,2015-06-11,6/13/2015 15:20,2015-06-13T15:20:00,Partner,Transfer,Intact Male,30.74309824,-97.31929152,0.376984127,,,
6512.0,1 year,A739671,Cat,Domestic Shorthair Mix,White/Brown Tabby,2015-12-05,12/6/2016 17:35,2016-12-06T17:35:00,,Return to Owner,Spayed Female,30.53549769,-97.59224389,52.53323413,Noel,,
6513.0,6 years,A744120,Dog,Beagle,Black/Tan,2011-02-23,2/24/2017 18:43,2017-02-24T18:43:00,,Return to Owner,Spayed Female,30.37927513,-97.35899849,313.397123,Domino,,
6514.0,2 months,A680417,Cat,Domestic Shorthair Mix,Black/White,2014-04-17,7/8/2014 11:13,2014-07-08T11:13:00,Foster,Adoption,Neutered Male,30.5590688,-97.6810514,11.78105159,*Starburst,,
6515.0,5 months,A722141,Cat,Domestic Shorthair Mix,Black,2015-10-11,3/15/2016 19:21,2016-03-15T19:21:00,,Adoption,Spayed Female,30.36519196,-97.65892376,22.40089286,*Teal,,
6516.0,3 months,A736296,Dog,Chinese Sharpei/Pointer,Black/White,2016-07-08,10/12/2016 18:19,2016-10-12T18:19:00,,Adoption,Spayed Female,30.37126703,-97.29394739,13.82331349,,,
6517.0,3 years,A679839,Dog,Miniature Poodle Mix,White/Apricot,2011-05-27,6/1/2014 11:56,2014-06-01T11:56:00,,Adoption,Neutered Male,30.3479631,-97.59849554,157.356746,,,
6518.0,4 years,A743384,Dog,Chihuahua Shorthair Mix,Black/White,2013-02-09,2/19/2017 17:54,2017-02-19T17:54:00,,Return to Owner,Spayed Female,30.75699384,-97.60063979,210.2494048,Abby,,
6519.0,2 months,A716464,Cat,Domestic Shorthair Mix,Brown Tabby/White,2015-10-12,1/6/2016 12:44,2016-01-06T12:44:00,Foster,Adoption,Spayed Female,30.46845512,-97.60966626,12.36150794,*Daisy,,
6520.0,1 year,A753541,Other,Bat Mix,Brown,2016-07-07,7/9/2017 14:56,2017-07-09T14:56:00,Rabies Risk,Euthanasia,Unknown,30.41679125,-97.66833698,52.51746032,,,
6521.0,3 weeks,A689767,Cat,Domestic Shorthair Mix,Orange Tabby,2014-09-17,10/9/2014 13:10,2014-10-09T13:10:00,Partner,Transfer,Intact Male,30.67422531,-97.60118867,3.221230159,,,
6522.0,11 years,A474000,Cat,Domestic Longhair Mix,Brown Tabby,2006-07-27,12/29/2017 17:49,2017-12-29T17:49:00,,Adoption,Neutered Male,30.65913786,-97.6153035,596.2489087,Peabody,,
6523.0,2 months,A745916,Dog,Australian Cattle Dog Mix,Blue Merle,2017-01-26,3/30/2017 17:36,2017-03-30T17:36:00,,Adoption,Neutered Male,30.72432353,-97.57587255,9.104761905,Abrams,,
6524.0,3 years,A721876,Dog,Chihuahua Shorthair Mix,Black/Tan,2012-09-06,3/9/2016 18:14,2016-03-09T18:14:00,,Return to Owner,Neutered Male,30.49644706,-97.55450056,182.9656746,Junebug,,
6525.0,6 years,A692500,Dog,Dogo Argentino Mix,White/Black,2009-01-25,1/29/2015 14:35,2015-01-29T14:35:00,Aggressive,Euthanasia,Neutered Male,30.31206995,-97.53643693,313.6582341,Kayo,,
6526.0,2 years,A674216,Dog,Labrador Retriever/Mastiff,Brown/White,2012-03-09,4/10/2014 11:29,2014-04-10T11:29:00,Behavior,Euthanasia,Neutered Male,30.46889232,-97.29067945,108.925496,*Akhom,,
6527.0,1 month,A739364,Dog,Pit Bull Mix,Brown Brindle/Black,2016-10-17,12/3/2016 17:45,2016-12-03T17:45:00,Partner,Transfer,Intact Male,30.35426223,-97.67659518,6.819940476,,,
6528.0,12 years,A697815,Cat,Domestic Shorthair Mix,Black/White,2003-03-01,3/2/2015 19:09,2015-03-02T19:09:00,Suffering,Euthanasia,Neutered Male,30.52192243,-97.59140835,626.3997024,,,
6529.0,2 years,A744526,Cat,Domestic Shorthair Mix,Orange Tabby/White,2015-03-02,3/3/2017 9:00,2017-03-03T09:00:00,SCRP,Transfer,Intact Male,30.48717184,-97.72053342,104.625,,,
6530.0,8 years,A669456,Dog,Labrador Retriever Mix,Black,2005-12-21,12/21/2013 15:27,2013-12-21T15:27:00,,Return to Owner,Spayed Female,30.47774605,-97.50206285,417.5205357,Aussimoon,,
6531.0,6 months,A699179,Dog,Chihuahua Shorthair Mix,Black/White,2014-09-23,3/25/2015 15:58,2015-03-25T15:58:00,Partner,Transfer,Intact Female,30.48532608,-97.72606018,26.23789683,Twinkle,,
6532.0,2 months,A761017,Cat,Domestic Shorthair Mix,Blue,2017-09-27,12/14/2017 18:10,2017-12-14T18:10:00,,Adoption,Spayed Female,30.38297847,-97.69511775,11.25099206,*Periwinkle,,
6533.0,2 years,A670739,Dog,Rat Terrier Mix,White/Black,2012-01-13,1/19/2014 16:05,2014-01-19T16:05:00,Partner,Transfer,Intact Female,30.50127213,-97.59797736,105.3814484,*Lola,,
6534.0,2 months,A741817,Dog,Labrador Retriever Mix,Brown/Tan,2016-11-09,1/16/2017 13:32,2017-01-16T13:32:00,Partner,Transfer,Spayed Female,30.68830128,-97.61350384,9.79484127,*Baylee,,
6535.0,4 years,A694606,Dog,Pit Bull Mix,Brown Brindle/White,2010-12-31,12/31/2014 16:38,2014-12-31T16:38:00,Aggressive,Euthanasia,Intact Female,30.73599174,-97.50768322,208.8132937,,,
6536.0,2 years,A757919,Dog,Beagle Mix,Brown/White,2015-09-08,10/5/2017 15:36,2017-10-05T15:36:00,,Adoption,Spayed Female,30.53318337,-97.36107933,108.3785714,*Tofu,,
6537.0,3 weeks,A688600,Cat,Domestic Shorthair Mix,Tortie,2014-08-30,9/21/2014 13:21,2014-09-21T13:21:00,Partner,Transfer,Intact Female,30.53048809,-97.35428273,3.222321429,,,
6538.0,2 years,A677190,Dog,Wire Hair Fox Terrier,White/Brown,2011-10-21,5/1/2014 13:16,2014-05-01T13:16:00,Partner,Transfer,Neutered Male,30.74779809,-97.43044428,131.9361111,Whiskey,,
6539.0,1 year,A717757,Cat,Domestic Medium Hair Mix,Tortie,2014-12-14,12/30/2015 12:46,2015-12-30T12:46:00,Suffering,Euthanasia,Intact Female,30.6675069,-97.43434632,54.50456349,,,
6540.0,10 months,A717099,Dog,Australian Cattle Dog Mix,Red Merle,2015-02-02,12/11/2015 15:21,2015-12-11T15:21:00,,Adoption,Neutered Male,30.5789093,-97.57703783,44.66279762,Comet,,
6541.0,1 year,A754087,Dog,Catahoula Mix,White/Brown,2016-01-15,7/25/2017 11:06,2017-07-25T11:06:00,Partner,Transfer,Neutered Male,30.53284812,-97.55946423,79.6375,*Frosty,,
6542.0,2 years,A743415,Dog,Beagle Mix,Black/Tan,2015-08-10,12/22/2017 15:22,2017-12-22T15:22:00,,Adoption,Neutered Male,30.64306746,-97.62673855,123.6628968,Noni,,
6543.0,2 years,A756486,Dog,Black/Tan Hound Mix,Black/Tan,2015-08-20,8/21/2017 15:06,2017-08-21T15:06:00,,Return to Owner,Intact Male,30.40555247,-97.43440767,104.6613095,Boots,,
6544.0,2 years,A749704,Dog,Great Pyrenees/Border Collie,Black/White,2015-05-18,7/31/2017 19:11,2017-07-31T19:11:00,,Adoption,Neutered Male,30.57481267,-97.59893657,115.1141865,Tramp,,
6545.0,1 year,A733053,Other,Bat,Black/Brown,2015-08-16,8/17/2016 8:07,2016-08-17T08:07:00,Rabies Risk,Euthanasia,Unknown,30.40713748,-97.43374541,52.47688492,,,
6546.0,2 months,A734748,Cat,Domestic Medium Hair Mix,Black,2016-07-28,10/25/2016 18:01,2016-10-25T18:01:00,,Adoption,Neutered Male,30.33506004,-97.71510209,12.82152778,,,
6547.0,7 years,A683108,Dog,Australian Cattle Dog/Akita,Brown/White,2007-07-08,10/24/2014 14:13,2014-10-24T14:13:00,,Return to Owner,Neutered Male,30.26876706,-97.65932315,380.7989087,Clyde,,
6548.0,2 years,A679621,Dog,German Shepherd Mix,Brown/Black,2012-05-24,8/30/2014 19:04,2014-08-30T19:04:00,,Adoption,Spayed Female,30.57892416,-97.64354439,118.3992063,*Julie,,
6549.0,2 years,A733095,Dog,German Shepherd Mix,Sable,2014-08-17,8/21/2016 17:34,2016-08-21T17:34:00,,Adoption,Neutered Male,30.64308045,-97.39012587,105.1045635,,,
6550.0,2 years,A697533,Dog,Pit Bull Mix,Chocolate/White,2013-02-25,5/4/2015 18:34,2015-05-04T18:34:00,,Adoption,Spayed Female,30.30628877,-97.51778371,114.1105159,Tara,,
6551.0,6 years,A670171,Dog,Basset Hound,Tricolor,2008-01-03,1/20/2014 13:17,2014-01-20T13:17:00,Partner,Transfer,Neutered Male,30.56120874,-97.62216388,315.650496,*Ringo,,
6552.0,6 months,A751514,Bird,Chicken Mix,Red,2016-12-09,6/10/2017 10:42,2017-06-10T10:42:00,Offsite,Adoption,Unknown,30.73942136,-97.72058414,26.20654762,Starlight,,
6553.0,5 years,A696540,Dog,Pit Bull Mix,Brown/White,2010-02-07,4/13/2015 14:05,2015-04-13T14:05:00,Suffering,Euthanasia,Neutered Male,30.76615087,-97.74085808,270.2266865,*Robbie,,
6554.0,3 weeks,A750630,Cat,Domestic Shorthair Mix,Brown Tabby/White,2017-05-07,6/1/2017 0:00,2017-06-01T00:00:00,Partner,Transfer,Intact Male,30.35940744,-97.63497115,3.571428571,,,
6555.0,7 months,A734057,Dog,Chihuahua Longhair Mix,Black/White,2016-01-15,9/4/2016 14:30,2016-09-04T14:30:00,,Adoption,Neutered Male,30.72761164,-97.25719016,33.37202381,Little Bits,,
6556.0,1 month,A731413,Cat,Domestic Shorthair Mix,Black,2016-06-16,7/26/2016 9:37,2016-07-26T09:37:00,In Kennel,Died,Intact Female,30.52155252,-97.47479398,5.771527778,,,
6557.0,6 months,A765461,Dog,German Shepherd,Sable,2017-07-20,1/22/2018 11:54,2018-01-22T11:54:00,,Return to Owner,Intact Male,30.40668985,-97.48568033,26.6422619,Sargent,656174071f442de352558622,
6558.0,8 years,A685677,Dog,Siberian Husky Mix,Brown/White,2006-08-11,9/2/2014 18:31,2014-09-02T18:31:00,,Adoption,Neutered Male,30.74712896,-97.39740312,420.6816468,*Howdy,,
6559.0,4 years,A729418,Cat,Domestic Shorthair Mix,Blue,2012-06-18,7/4/2016 16:36,2016-07-04T16:36:00,,Adoption,Neutered Male,30.59504905,-97.59371424,211.0988095,,,
6560.0,4 weeks,A706838,Other,Turtle,Green,2015-06-03,7/4/2015 15:22,2015-07-04T15:22:00,,Adoption,Unknown,30.60235912,-97.39185923,4.520039683,,,
6561.0,1 year,A718583,Dog,Staffordshire Mix,Black/White,2015-01-02,1/5/2016 18:49,2016-01-05T18:49:00,,Return to Owner,Neutered Male,30.43022098,-97.51211155,52.68343254,Onny,,
6562.0,1 year,A688226,Dog,Chihuahua Shorthair Mix,Tan/White,2013-09-16,9/20/2014 18:58,2014-09-20T18:58:00,,Adoption,Spayed Female,30.43803508,-97.4465577,52.82718254,,,
6563.0,1 year,A646686,Dog,Pit Bull Mix,Fawn/White,2012-11-13,11/3/2014 17:31,2014-11-03T17:31:00,,Return to Owner,Neutered Male,30.75914698,-97.33017107,102.9614087,Blue,,
6564.0,9 years,A740108,Cat,Domestic Shorthair Mix,Calico,2007-12-11,12/12/2016 14:58,2016-12-12T14:58:00,Partner,Transfer,Spayed Female,30.74921914,-97.26249458,469.9462302,Marley,,
6565.0,1 year,A675687,Dog,Pit Bull Mix,Blue/White,2013-03-05,4/9/2014 16:03,2014-04-09T16:03:00,,Return to Owner,Intact Female,30.61823652,-97.70472527,57.23839286,Sintex,,
6566.0,2 years,A737538,Dog,Pit Bull Mix,Black/White,2014-10-31,10/31/2016 14:38,2016-10-31T14:38:00,,Return to Owner,Intact Female,30.49140318,-97.26431297,104.5156746,Claudia,,
6567.0,2 months,A761198,Dog,Labrador Retriever Mix,Black,2017-08-16,10/31/2017 14:18,2017-10-31T14:18:00,Partner,Transfer,Intact Male,30.68126013,-97.65957128,10.9422619,Elliott,,
6568.0,6 months,A695534,Cat,Manx/Siamese,Tortie Point,2014-07-17,1/22/2015 17:06,2015-01-22T17:06:00,,Adoption,Spayed Female,30.64716068,-97.50012748,27.10178571,*Jessie,,
6569.0,11 months,A726151,Dog,Labrador Retriever Mix,Black,2015-06-17,5/17/2016 12:09,2016-05-17T12:09:00,,Return to Owner,Intact Male,30.50786011,-97.51856238,47.92946429,Whiskey,,
6570.0,2 months,A747991,Cat,Domestic Shorthair Mix,Black,2017-02-15,5/2/2017 15:14,2017-05-02T15:14:00,,Adoption,Neutered Male,30.37404439,-97.3401712,10.94781746,*Keanu,,
6571.0,1 year,A741559,Dog,Chihuahua Longhair Mix,Brown/White,2016-01-03,1/8/2017 17:28,2017-01-08T17:28:00,,Adoption,Spayed Female,30.43984252,-97.54409735,53.10396825,*Pumpkin,,
6572.0,9 years,A759697,Dog,Boston Terrier Mix,Black/White,2008-10-06,10/6/2017 12:15,2017-10-06T12:15:00,,Return to Owner,Neutered Male,30.50325579,-97.66644725,469.6443452,Samus,,
6573.0,5 years,A700979,Dog,Miniature Pinscher Mix,Black/Tan,2010-04-25,5/2/2015 11:43,2015-05-02T11:43:00,,Adoption,Neutered Male,30.48367202,-97.42991499,261.9268849,Chico,,
6574.0,1 year,A664011,Other,Rabbit Lh Mix,White,2012-09-27,10/23/2013 17:03,2013-10-23T17:03:00,Partner,Transfer,Intact Female,30.64683895,-97.67039089,55.95863095,*Cypress,,
6575.0,7 years,A631003,Dog,Boerboel Mix,Red,2007-06-30,7/5/2014 16:55,2014-07-05T16:55:00,,Adoption,Neutered Male,30.60901982,-97.34199377,366.1006944,Kinetic,,
6576.0,11 months,A743934,Dog,Pit Bull Mix,White/Tan,2016-04-20,3/28/2017 16:21,2017-03-28T16:21:00,,Adoption,Neutered Male,30.52077569,-97.30523252,48.95446429,*Prospero,,
6577.0,3 years,A672676,Dog,Labrador Retriever Mix,Chocolate,2011-02-14,3/1/2014 18:15,2014-03-01T18:15:00,,Return to Owner,Neutered Male,30.35110678,-97.45834124,158.8229167,Rocky,,
6578.0,1 weeks,A704516,Dog,Chihuahua Shorthair Mix,Tricolor,2015-05-26,6/5/2015 18:20,2015-06-05T18:20:00,Partner,Transfer,Intact Female,30.26939049,-97.6722216,1.537698413,,,
6579.0,9 years,A729178,Dog,Jack Russell Terrier Mix,White,2007-06-14,6/23/2016 14:10,2016-06-23T14:10:00,Partner,Transfer,Intact Male,30.75594444,-97.54995675,471.0843254,Jack,,
6580.0,2 months,A680879,Dog,Black Mouth Cur Mix,Brown/Black,2014-03-25,6/13/2014 18:48,2014-06-13T18:48:00,,Adoption,Spayed Female,30.34007845,-97.25904636,11.54047619,Marley,,
6581.0,2 weeks,A685165,Cat,Domestic Shorthair Mix,White/Black,2014-07-27,8/10/2014 16:36,2014-08-10T16:36:00,Partner,Transfer,Unknown,30.66372151,-97.48274273,2.098809524,*Cyprus,,
6582.0,1 year,A692253,Cat,Domestic Shorthair Mix,Brown Tabby,2013-11-17,11/25/2014 18:38,2014-11-25T18:38:00,SCRP,Transfer,Unknown,30.45565754,-97.4304019,53.39662698,,,
6583.0,2 years,A738791,Dog,Pit Bull Mix,Tan/White,2014-11-21,12/18/2016 13:51,2016-12-18T13:51:00,,Adoption,Neutered Male,30.76436618,-97.39755173,108.3681548,*Simba,,
6584.0,3 years,A753112,Cat,Domestic Shorthair Mix,Black/White,2014-07-01,7/1/2017 18:56,2017-07-01T18:56:00,Partner,Transfer,Neutered Male,30.62829498,-97.32247649,156.684127,,,
6585.0,2 months,A758087,Cat,Domestic Shorthair Mix,Black/White,2017-07-20,9/27/2017 16:51,2017-09-27T16:51:00,,Adoption,Neutered Male,30.35589965,-97.35671058,9.957440476,,,
6586.0,2 years,A672021,Dog,Yorkshire Terrier Mix,Blue/Tan,2012-02-02,2/7/2014 15:59,2014-02-07T15:59:00,,Adoption,Neutered Male,30.33751649,-97.55305132,105.237996,Fritz,,
6587.0,1 year,A724575,Dog,German Shepherd Mix,Black/Tan,2015-04-19,5/12/2016 9:48,2016-05-12T09:48:00,Foster,Adoption,Spayed Female,30.28270558,-97.72620652,55.6297619,Dulce,,
6588.0,3 weeks,A691521,Cat,Domestic Shorthair Mix,Torbie,2014-10-14,11/5/2014 18:45,2014-11-05T18:45:00,Partner,Transfer,Intact Female,30.57725748,-97.70803656,3.254464286,,,
6589.0,10 years,A500873,Cat,Domestic Shorthair Mix,Brown Tabby,2007-08-18,11/19/2017 11:29,2017-11-19T11:29:00,,Adoption,Spayed Female,30.40971896,-97.63831863,535.2112103,Nikki,,
6590.0,9 years,A560777,Dog,Pit Bull,Brown/Black,2007-05-12,11/16/2016 14:07,2016-11-16T14:07:00,,Return to Owner,Neutered Male,30.73605975,-97.73052619,496.6554563,Puppy,,
6591.0,10 years,A714157,Dog,American Foxhound Mix,Tricolor,2005-10-19,10/21/2015 12:54,2015-10-21T12:54:00,,Return to Owner,Spayed Female,30.57703091,-97.49790562,522.0767857,Sophie,,
6592.0,1 year,A688768,Dog,Pit Bull Mix,Black/White,2013-09-23,10/18/2014 8:19,2014-10-18T08:19:00,Aggressive,Euthanasia,Spayed Female,30.33493732,-97.43688708,55.76378968,*Tiffany,,
6593.0,5 years,A734578,Dog,Rottweiler,Black/Brown,2011-09-09,9/10/2016 9:19,2016-09-10T09:19:00,,Return to Owner,Spayed Female,30.54271463,-97.32518666,261.1983135,Madeline,,
6594.0,3 years,A664375,Dog,Labrador Retriever Mix,Black,2010-10-02,10/12/2013 11:03,2013-10-12T11:03:00,,Return to Owner,Intact Male,30.76570892,-97.36885161,158.0657738,Chevy,,
6595.0,2 years,A749441,Cat,Siamese Mix,Flame Point,2015-05-15,5/16/2017 14:39,2017-05-16T14:39:00,Partner,Transfer,Intact Female,30.40006496,-97.67026342,104.658631,Lily,,
6596.0,2 years,A734839,Dog,Chihuahua Shorthair Mix,Tan/White,2014-09-13,9/14/2016 15:07,2016-09-14T15:07:00,,Adoption,Spayed Female,30.37123512,-97.34723745,104.6614087,Pudding,,
6597.0,4 years,A692603,Dog,Pit Bull Mix,Fawn/White,2010-11-23,12/10/2014 14:38,2014-12-10T14:38:00,,Return to Owner,Neutered Male,30.7107605,-97.26816856,211.2299603,Crook,,
6598.0,3 years,A659769,Dog,Australian Shepherd Mix,Black/Brown,2013-04-29,3/4/2017 15:24,2017-03-04T15:24:00,,Adoption,Neutered Male,30.46052861,-97.40406135,200.8059524,Sultan,,
6599.0,6 years,A707759,Dog,Dachshund Mix,Brown,2009-07-17,8/24/2015 17:35,2015-08-24T17:35:00,Partner,Transfer,Neutered Male,30.64994757,-97.38978662,318.5332341,Gordo,,
6600.0,2 months,A694342,Dog,Boxer Mix,Brown/Black,2014-09-26,12/26/2014 17:26,2014-12-26T17:26:00,Partner,Transfer,Intact Male,30.67511574,-97.44027811,13.10376984,Wes,,
6601.0,6 years,A590629,Dog,Mastiff Mix,Brown Brindle/White,2010-08-10,8/18/2016 11:45,2016-08-18T11:45:00,Aggressive,Euthanasia,Neutered Male,30.6618895,-97.71218625,314.3556548,Leonard,,
6602.0,2 months,A715515,Cat,Domestic Shorthair Mix,Tortie,2015-10-16,1/12/2016 17:45,2016-01-12T17:45:00,,Adoption,Spayed Female,30.62245787,-97.28372087,12.67708333,*Emma,,
6603.0,3 months,A754234,Cat,Domestic Medium Hair Mix,Black,2017-05-04,8/21/2017 17:41,2017-08-21T17:41:00,,Adoption,Neutered Male,30.63790507,-97.54030787,15.67668651,*Luke,,
6604.0,2 months,A708442,Cat,Domestic Shorthair Mix,Black/White,2015-06-20,9/1/2015 17:24,2015-09-01T17:24:00,,Adoption,Spayed Female,30.51776809,-97.50835977,10.53214286,Millie,,
6605.0,2 years,A666739,Cat,Domestic Shorthair Mix,Blue Tabby,2011-11-06,11/8/2013 14:48,2013-11-08T14:48:00,SCRP,Transfer,Intact Male,30.75743292,-97.45669921,104.802381,Fire,,
6606.0,1 year,A746180,Dog,Chihuahua Shorthair Mix,White/Brown,2016-03-29,4/3/2017 16:53,2017-04-03T16:53:00,Partner,Transfer,Spayed Female,30.41583879,-97.57124829,52.95763889,*Rutger,,
6607.0,2 months,A724585,Cat,Domestic Shorthair Mix,Brown Tabby/White,2016-02-23,5/21/2016 14:40,2016-05-21T14:40:00,Foster,Adoption,Neutered Male,30.38051574,-97.41656842,12.65873016,*Rocky,,
6608.0,1 year,A731659,Dog,Pit Bull Mix,Blue Tiger/White,2015-06-25,12/20/2016 16:05,2016-12-20T16:05:00,,Adoption,Neutered Male,30.67539084,-97.66648148,77.81001984,Sampson,,
6609.0,3 years,A673530,Dog,Chihuahua Shorthair Mix,Tan/Tan,2011-02-26,3/7/2014 18:15,2014-03-07T18:15:00,,Return to Owner,Intact Female,30.44794235,-97.30536404,157.9657738,Cece,,
6610.0,11 months,A672177,Dog,Chihuahua Shorthair Mix,Black,2013-03-05,2/9/2014 17:33,2014-02-09T17:33:00,,Adoption,Neutered Male,30.73239756,-97.58564068,48.81875,Winston,,
6611.0,2 years,A666836,Dog,Australian Shepherd Mix,Brown Brindle,2011-11-07,11/10/2013 14:13,2013-11-10T14:13:00,,Return to Owner,Spayed Female,30.30021941,-97.63891057,104.9417659,Osa,,
6612.0,2 weeks,A738239,Cat,Domestic Shorthair Mix,Black,2016-10-27,11/11/2016 16:39,2016-11-11T16:39:00,Partner,Transfer,Unknown,30.36949961,-97.43761996,2.241964286,,,
6613.0,4 weeks,A715144,Other,Bat,Brown/Black,2015-10-01,11/1/2015 10:39,2015-11-01T10:39:00,Rabies Risk,Euthanasia,Unknown,30.27504726,-97.69983579,4.491964286,,,
6614.0,3 years,A747044,Dog,Labrador Retriever Mix,Black/White,2014-04-13,4/14/2017 13:38,2017-04-14T13:38:00,,Return to Owner,Intact Female,30.63163293,-97.53446158,156.7954365,Lily Pad,,
